fips,name,st,county,rucc,pop_2010
4805336,Baird,Texas,48059,3,1496
4805456,Ballinger,Texas,48399,6,3767
4805984,Bay City,Texas,48321,4,17614
4807192,Beeville,Texas,48025,6,12863
4807528,Benavides,Texas,48131,7,1362
4808236,Big Spring,Texas,48227,4,27282
4809328,Bonham,Texas,48147,6,10127
4809556,Borger,Texas,48233,6,13251
4809640,Bowie,Texas,48337,6,5218
4809868,Brackettville,Texas,48271,7,1688
4809916,Brady,Texas,48307,7,5528
4810132,Breckenridge,Texas,48429,7,5780
4810144,Bremond,Texas,48395,3,929
4810156,Brenham,Texas,48477,6,15716
4810720,Brownfield,Texas,48445,6,9657
4810780,Brownwood,Texas,48049,5,19288
4811368,Burkburnett,Texas,48485,3,10811
4811464,Burnet,Texas,48053,6,5987
4811836,Caldwell,Texas,48051,3,4104
4811992,Calvert,Texas,48395,3,1192
4812040,Cameron,Texas,48331,6,5552
4812412,Canadian,Texas,48211,7,2649
4812988,Carrizo Springs,Texas,48127,6,5368
4813108,Carthage,Texas,48365,6,6779
4813732,Center,Texas,48419,7,5193
4814668,Childress,Texas,48075,7,6105
4815004,Cisco,Texas,48133,6,3899
4815112,Clarendon,Texas,48129,8,2026
4815160,Clarksville,Texas,48387,6,3285
4815472,Clifton,Texas,48035,6,3442
4815916,Coleman,Texas,48083,6,4709
4816120,Colorado City,Texas,48335,7,4146
4816168,Columbus,Texas,48089,6,3655
4816192,Comanche,Texas,48093,7,4335
4816564,Cooper,Texas,48119,8,1969
4817036,Corrigan,Texas,48373,6,1595
4817060,Corsicana,Texas,48349,4,23770
4817216,Cotulla,Texas,48283,6,3603
4817516,Crane,Texas,48103,6,3353
4817744,Crockett,Texas,48225,7,6950
4817816,Cross Plains,Texas,48059,3,982
4817948,Crowell,Texas,48155,9,948
4818020,Crystal City,Texas,48507,7,7138
4818092,Cuero,Texas,48123,6,6841
4818464,Daingerfield,Texas,48343,6,2560
4818524,Dalhart,Texas,48111,7,7930
4819420,Dawson,Texas,48349,4,807
4819648,De Kalb,Texas,48037,3,1699
4819672,De Leon,Texas,48093,7,2246
4819792,Del Rio,Texas,48465,5,35591
4819900,Denison,Texas,48181,3,22682
4820308,Diboll,Texas,48005,5,4776
4820428,Dilley,Texas,48163,6,3894
4821484,Dublin,Texas,48143,4,3654
4821556,Dumas,Texas,48341,7,14691
4821844,Eagle Lake,Texas,48089,6,3639
4821892,Eagle Pass,Texas,48323,5,26248
4822132,Eastland,Texas,48133,6,3960
4822552,Eden,Texas,48095,8,2766
4822720,Edna,Texas,48239,6,5499
4822864,El Campo,Texas,48481,4,11602
4822960,Eldorado,Texas,48413,8,1951
4822984,Electra,Texas,48485,3,2791
4825104,Fairfield,Texas,48161,7,2951
4826028,Flatonia,Texas,48149,6,1383
4826268,Floydada,Texas,48153,6,3038
4826808,Fort Stockton,Texas,48371,7,8283
4827288,Franklin,Texas,48395,3,1564
4827300,Frankston,Texas,48001,7,1229
4827348,Fredericksburg,Texas,48171,7,10530
4827432,Freer,Texas,48131,7,2818
4827984,Gainesville,Texas,48097,6,16002
4829432,Giddings,Texas,48287,6,4881
4829564,Gilmer,Texas,48459,3,4905
4829660,Gladewater,Texas,48183,3,6441
4830056,Goldthwaite,Texas,48333,9,1878
4830080,Goliad,Texas,48175,3,1908
4830116,Gonzales,Texas,48177,6,7237
4830308,Gorman,Texas,48133,6,1083
4830392,Graham,Texas,48503,7,8903
4830476,Grand Saline,Texas,48467,6,3136
4830632,Grapeland,Texas,48225,7,1489
4831280,Groesbeck,Texas,48293,6,4328
4831340,Groveton,Texas,48455,7,1057
4831820,Hale Center,Texas,48189,4,2252
4831868,Hallettsville,Texas,48285,6,2550
4831952,Hamilton,Texas,48193,6,3095
4831964,Hamlin,Texas,48253,3,2124
4832696,Haskell,Texas,48207,6,3322
4832972,Hearne,Texas,48395,3,4459
4833212,Henderson,Texas,48401,3,13712
4833284,Henrietta,Texas,48077,3,3141
4833320,Hereford,Texas,48117,6,15370
4833548,Hico,Texas,48193,6,1379
4834088,Hillsboro,Texas,48217,6,8456
4834700,Honey Grove,Texas,48147,6,1668
4835180,Hubbard,Texas,48217,6,1423
4835528,Huntsville,Texas,48471,4,38548
4836104,Iowa Park,Texas,48485,3,6355
4837084,Itasca,Texas,48217,6,1644
4837168,Jacksboro,Texas,48237,6,4511
4837216,Jacksonville,Texas,48073,6,14544
4837420,Jasper,Texas,48241,6,7590
4837528,Jefferson,Texas,48315,8,2106
4838248,Junction,Texas,48267,7,2574
4838452,Karnes City,Texas,48255,6,3042
4838860,Kenedy,Texas,48255,6,3296
4838992,Kerens,Texas,48349,4,1573
4839004,Kermit,Texas,48495,6,5708
4839040,Kerrville,Texas,48265,4,22347
4839124,Kilgore,Texas,48183,3,12975
4839352,Kingsville,Texas,48273,4,26213
4839460,Kirbyville,Texas,48241,6,2142
4839700,Knox City,Texas,48275,9,1130
4840276,La Grange,Texas,48149,6,4641
4841164,Lamesa,Texas,48115,7,9422
4842352,Leonard,Texas,48147,6,1990
4842448,Levelland,Texas,48219,6,13542
4842844,Linden,Texas,48067,6,1988
4843024,Littlefield,Texas,48279,6,6372
4843132,Livingston,Texas,48373,6,5335
4843144,Llano,Texas,48299,7,3232
4843252,Lockney,Texas,48153,6,1842
4845072,Lufkin,Texas,48005,5,35067
4845432,McCamey,Texas,48461,8,1887
4845780,McLean,Texas,48179,6,778
4845996,Madisonville,Texas,48313,6,4396
4846584,Marble Falls,Texas,48053,6,6077
4846620,Marfa,Texas,48377,7,1981
4846776,Marshall,Texas,48203,4,23523
4847616,Memphis,Texas,48191,9,2290
4847628,Menard,Texas,48327,9,1471
4847760,Meridian,Texas,48035,6,1493
4847796,Merkel,Texas,48441,3,2590
4847916,Mexia,Texas,48293,6,7459
4848648,Mineola,Texas,48499,6,4515
4848684,Mineral Wells,Texas,48363,6,16788
4848936,Monahans,Texas,48475,6,6953
4849464,Morton,Texas,48079,9,2006
4849800,Mount Pleasant,Texas,48449,7,15564
4849860,Mount Vernon,Texas,48159,7,2662
4849968,Muleshoe,Texas,48017,7,5158
4850040,Munday,Texas,48275,9,1300
4850256,Nacogdoches,Texas,48347,5,32996
4850472,Navasota,Texas,48185,6,7049
4850808,New Boston,Texas,48037,3,4550
4851588,Nixon,Texas,48177,6,2385
4851648,Nocona,Texas,48337,6,3033
4854000,Olney,Texas,48503,7,3285
4854432,Overton,Texas,48401,3,2554
4854600,Paducah,Texas,48101,9,1186
4854684,Palacios,Texas,48321,4,4718
4854708,Palestine,Texas,48001,7,18712
4854912,Pampa,Texas,48179,6,17994
4855080,Paris,Texas,48277,5,25171
4856384,Pearsall,Texas,48163,6,9146
4856516,Pecos,Texas,48389,7,8780
4856912,Perryton,Texas,48357,7,8802
4857908,Pittsburg,Texas,48063,6,4497
4857980,Plainview,Texas,48189,4,22194
4858916,Port Lavaca,Texas,48057,6,12248
4859012,Post,Texas,48169,6,5376
4859384,Premont,Texas,48249,4,2653
4859396,Presidio,Texas,48377,7,4426
4860044,Quanah,Texas,48197,9,2641
4860632,Ranger,Texas,48133,6,2468
4860836,Raymondville,Texas,48489,6,11284
4861436,Refugio,Texas,48391,6,2890
4862252,Rising Star,Texas,48133,6,835
4862672,Rockdale,Texas,48331,6,5595
4862816,Rocksprings,Texas,48137,9,1182
4863020,Roma,Texas,48427,4,9765
4863176,Roscoe,Texas,48353,6,1322
4863464,Rotan,Texas,48151,8,1508
4863788,Runge,Texas,48255,6,1031
4863848,Rusk,Texas,48073,6,5551
4864004,Sabinal,Texas,48463,6,1695
4864184,St. Jo,Texas,48337,6,1043
4865024,San Augustine,Texas,48405,9,2108
4865180,San Diego,Texas,48131,7,4488
4865648,San Saba,Texas,48411,7,3099
4865672,Santa Anna,Texas,48083,6,1099
4866188,Schulenburg,Texas,48149,6,2852
4866440,Seagraves,Texas,48165,7,2417
4866764,Seminole,Texas,48165,7,6430
4866968,Seymour,Texas,48023,8,2740
4867160,Shamrock,Texas,48483,9,1910
4867496,Sherman,Texas,48181,3,38521
4867640,Shiner,Texas,48285,6,2069
4868624,Snyder,Texas,48415,7,11202
4868720,Somerville,Texas,48051,3,1376
4868756,Sonora,Texas,48435,7,3027
4869476,Spearman,Texas,48195,7,3368
4869848,Spur,Texas,48125,8,1318
4869980,Stamford,Texas,48253,3,3124
4870040,Stanton,Texas,48317,3,2492
4870208,Stephenville,Texas,48143,4,17123
4870772,Sudan,Texas,48279,6,958
4870904,Sulphur Springs,Texas,48223,6,15449
4871540,Sweetwater,Texas,48353,6,10906
4872020,Teague,Texas,48161,7,3560
4872368,Texarkana,Texas,48037,3,36411
4872776,Thorndale,Texas,48331,6,1336
4872872,Three Rivers,Texas,48297,8,1848
4872896,Throckmorton,Texas,48447,9,828
4873076,Timpson,Texas,48419,7,1155
4873664,Trinity,Texas,48455,7,2697
4873724,Troup,Texas,48423,3,1869
4873868,Tulia,Texas,48437,6,4967
4874588,Uvalde,Texas,48463,6,15751
4874924,Van Alstyne,Texas,48181,3,3046
4875032,Van Horn,Texas,48109,9,2063
4875308,Vernon,Texas,48487,6,11002
4876024,Waelder,Texas,48177,6,1065
4877020,Weimar,Texas,48089,6,2151
4877152,Wellington,Texas,48087,9,2189
4878136,Wharton,Texas,48481,4,8832
4878532,Whitesboro,Texas,48181,3,3793
4878628,Whitewright,Texas,48181,3,1604
4879564,Wills Point,Texas,48467,6,3524
4879768,Wink,Texas,48495,6,940
4879816,Winnsboro,Texas,48499,6,3434
4879876,Winters,Texas,48399,6,2562
4880176,Woodsboro,Texas,48391,6,1512
4880212,Woodville,Texas,48457,6,2586
4880296,Wortham,Texas,48161,7,1073
4880560,Yoakum,Texas,48285,6,5815
4880584,Yorktown,Texas,48123,6,2092
5102040,Appalachia,Virginia,51195,7,1754
5107480,Big Stone Gap,Virginia,51195,7,5614
5107784,Blacksburg,Virginia,51121,3,42620
5107832,Blackstone,Virginia,51135,6,3621
5108152,Bluefield,Virginia,51185,5,5444
5111032,Buena Vista,Virginia,51530,6,6650
5112808,Cape Charles,Virginia,51131,8,1009
5114968,Charlottesville,Virginia,51540,3,43475
5114984,Chase City,Virginia,51117,7,2351
5115000,Chatham,Virginia,51143,4,1269
5116512,Chincoteague,Virginia,51001,8,2941
5116608,Christiansburg,Virginia,51121,3,21041
5117440,Clifton Forge,Virginia,51005,6,3884
5117552,Clintwood,Virginia,51051,9,1414
5118400,Colonial Beach,Virginia,51193,6,3542
5119728,Covington,Virginia,51580,6,5961
5120160,Crewe,Virginia,51135,6,2326
5121344,Danville,Virginia,51590,4,43055
5125408,Elkton,Virginia,51165,3,2726
5125808,Emporia,Virginia,51595,6,5927
5127440,Farmville,Virginia,51147,6,8216
5129600,Franklin,Virginia,51620,6,8582
5130208,Galax,Virginia,51640,7,7042
5133648,Grundy,Virginia,51027,9,1021
5135624,Harrisonburg,Virginia,51660,3,48914
5144520,Lawrenceville,Virginia,51025,6,1438
5145512,Lexington,Virginia,51678,6,7042
5147528,Luray,Virginia,51139,6,4895
5149464,Marion,Virginia,51173,7,5968
5149784,Martinsville,Virginia,51690,4,13821
5154904,Narrows,Virginia,51071,3,2029
5157688,Norton,Virginia,51720,7,3958
5159336,Onancock,Virginia,51001,8,1263
5159496,Orange,Virginia,51137,6,4721
5161560,Pennington Gap,Virginia,51105,8,1781
5164880,Pulaski,Virginia,51155,3,9086
5165392,Radford,Virginia,51750,3,16408
5166928,Richlands,Virginia,51185,5,5823
5170096,Saltville,Virginia,51173,7,2077
5171776,Shenandoah,Virginia,51139,6,2373
5173712,South Boston,Virginia,51083,6,8142
5173904,South Hill,Virginia,51117,7,4650
5175216,Staunton,Virginia,51790,3,23746
5176000,Strasburg,Virginia,51171,6,6398
5177792,Tazewell,Virginia,51185,5,4627
5181024,Victoria,Virginia,51111,9,1725
5183680,Waynesboro,Virginia,51820,3,21006
5186720,Winchester,Virginia,51840,3,26203
5187072,Wise,Virginia,51195,7,3286
5187712,Woodstock,Virginia,51171,6,5097
5188000,Wytheville,Virginia,51197,6,8211
5500275,Adams,Wisconsin,55001,8,1967
5501225,Alma,Wisconsin,55011,8,781
5501550,Altoona,Wisconsin,55035,3,6706
5501725,Amery,Wisconsin,55095,6,2902
5502250,Antigo,Wisconsin,55067,6,8234
5502500,Arcadia,Wisconsin,55121,6,2925
5503225,Ashland,Wisconsin,55003,7,8216
5503825,Augusta,Wisconsin,55035,3,1550
5504625,Baraboo,Wisconsin,55111,4,12048
5504875,Barron,Wisconsin,55005,6,3423
5505900,Beaver Dam,Wisconsin,55027,4,16214
5506500,Beloit,Wisconsin,55105,3,36966
5506925,Berlin,Wisconsin,55047,6,5524
5507900,Black River Falls,Wisconsin,55053,6,3622
5508225,Bloomer,Wisconsin,55017,3,3539
5508850,Boscobel,Wisconsin,55043,6,3231
5509725,Brillion,Wisconsin,55015,3,3148
5511200,Burlington,Wisconsin,55101,3,10464
5512325,Campbellsport,Wisconsin,55039,3,2016
5514325,Chetek,Wisconsin,55005,6,2221
5514475,Chilton,Wisconsin,55015,3,3933
5514575,Chippewa Falls,Wisconsin,55017,3,13661
5515725,Clintonville,Wisconsin,55135,6,4559
5517100,Cornell,Wisconsin,55017,3,1467
5517425,Crandon,Wisconsin,55041,9,1920
5517950,Cuba City,Wisconsin,55043,6,2086
5518025,Cumberland,Wisconsin,55005,6,2170
5518875,Darlington,Wisconsin,55065,8,2451
5519450,Delavan,Wisconsin,55127,4,8463
5521225,Durand,Wisconsin,55091,8,1931
5521625,Eagle River,Wisconsin,55125,9,1398
5522575,Edgerton,Wisconsin,55105,3,5461
5523300,Elkhorn,Wisconsin,55127,4,10084
5523800,Elroy,Wisconsin,55057,7,1442
5524550,Evansville,Wisconsin,55105,3,5012
5525600,Fennimore,Wisconsin,55043,6,2497
5526275,Fond du Lac,Wisconsin,55039,3,43021
5526675,Fort Atkinson,Wisconsin,55055,4,12368
5527000,Fox Lake,Wisconsin,55027,4,1519
5528200,Galesville,Wisconsin,55121,6,1481
5533450,Hayward,Wisconsin,55113,7,2318
5534825,Hillsboro,Wisconsin,55123,6,1417
5535750,Horicon,Wisconsin,55027,4,3655
5536525,Hurley,Wisconsin,55051,9,1547
5536800,Independence,Wisconsin,55121,6,1336
5537900,Jefferson,Wisconsin,55055,4,7973
5538675,Juneau,Wisconsin,55027,4,2814
5538800,Kaukauna,Wisconsin,55087,3,15462
5539525,Kiel,Wisconsin,55071,4,3738
5539650,Kimberly,Wisconsin,55087,3,6468
5540275,Kohler,Wisconsin,55117,3,2120
5540775,La Crosse,Wisconsin,55063,3,51320
5540850,Ladysmith,Wisconsin,55107,6,3414
5541450,Lake Geneva,Wisconsin,55127,4,7651
5541675,Lake Mills,Wisconsin,55055,4,5708
5542250,Lancaster,Wisconsin,55043,6,3868
5544950,Little Chute,Wisconsin,55087,3,10449
5548500,Manitowoc,Wisconsin,55071,4,33736
5549300,Marinette,Wisconsin,55075,6,10968
5549400,Marion,Wisconsin,55135,6,1260
5549675,Marshfield,Wisconsin,55141,4,19118
5550025,Mauston,Wisconsin,55057,7,4423
5550200,Mayville,Wisconsin,55027,4,5154
5550425,Medford,Wisconsin,55119,6,4326
5550825,Menasha,Wisconsin,55139,3,17353
5551025,Menomonie,Wisconsin,55033,6,16264
5551250,Merrill,Wisconsin,55069,6,9661
5552200,Milton,Wisconsin,55105,3,5546
5553600,Mondovi,Wisconsin,55011,8,2777
5553875,Montello,Wisconsin,55077,8,1495
5554075,Montreal,Wisconsin,55051,9,807
5554500,Mosinee,Wisconsin,55073,3,3988
5555750,Neenah,Wisconsin,55139,3,25501
5555800,Neillsville,Wisconsin,55019,6,2463
5555875,Nekoosa,Wisconsin,55141,4,2580
5556800,New Holstein,Wisconsin,55015,3,3236
5556900,New Lisbon,Wisconsin,55057,7,2554
5556925,New London,Wisconsin,55135,6,7295
5557325,Niagara,Wisconsin,55075,6,1624
5558000,North Fond du Lac,Wisconsin,55039,3,5014
5559875,Omro,Wisconsin,55139,3,3517
5559925,Onalaska,Wisconsin,55063,3,17736
5560575,Osseo,Wisconsin,55121,6,1701
5560825,Owen,Wisconsin,55019,6,940
5561200,Park Falls,Wisconsin,55099,9,2462
5562175,Peshtigo,Wisconsin,55075,6,3502
5562450,Phillips,Wisconsin,55099,9,1478
5563250,Platteville,Wisconsin,55043,6,11224
5563700,Plymouth,Wisconsin,55117,3,8445
5564175,Port Edwards,Wisconsin,55141,4,1818
5565050,Prairie du Chien,Wisconsin,55023,7,5911
5565100,Prairie du Sac,Wisconsin,55111,4,3972
5565600,Princeton,Wisconsin,55047,6,1214
5566150,Randolph,Wisconsin,55027,4,1811
5566800,Reedsburg,Wisconsin,55111,4,9200
5567200,Rhinelander,Wisconsin,55085,7,7798
5567275,Rib Lake,Wisconsin,55119,6,910
5567350,Rice Lake,Wisconsin,55005,6,8438
5567625,Richland Center,Wisconsin,55103,6,5184
5568175,Ripon,Wisconsin,55039,3,7733
5570550,St. Croix Falls,Wisconsin,55095,6,2133
5571650,Sauk City,Wisconsin,55111,4,3410
5572150,Schofield,Wisconsin,55073,3,2169
5572670,Seymour,Wisconsin,55035,3,3451
5572670,Seymour,Wisconsin,55035,3,3209
5572725,Seymour,Wisconsin,55087,3,3451
5572725,Seymour,Wisconsin,55087,3,3209
5572925,Shawano,Wisconsin,55115,6,9305
5572975,Sheboygan,Wisconsin,55117,3,49288
5573025,Sheboygan Falls,Wisconsin,55117,3,7775
5573825,Shullsburg,Wisconsin,55065,8,1226
5575325,Sparta,Wisconsin,55081,6,9522
5575625,Spooner,Wisconsin,55129,7,2682
5576625,Stanley,Wisconsin,55017,3,3608
5577200,Stevens Point,Wisconsin,55097,4,26717
5577875,Sturgeon Bay,Wisconsin,55029,6,9144
5579625,Thorp,Wisconsin,55019,6,1621
5580075,Tomah,Wisconsin,55081,6,9093
5580125,Tomahawk,Wisconsin,55069,6,3397
5581325,Two Rivers,Wisconsin,55071,4,11712
5582925,Viroqua,Wisconsin,55123,6,4362
5583525,Washburn,Wisconsin,55007,8,2117
5583925,Waterloo,Wisconsin,55055,4,3333
5583975,Watertown,Wisconsin,55055,4,23861
5584375,Waupaca,Wisconsin,55135,6,6069
5584425,Waupun,Wisconsin,55027,4,11340
5584475,Wausau,Wisconsin,55073,3,39106
5584625,Wautoma,Wisconsin,55137,6,2218
5585475,Westby,Wisconsin,55123,6,2200
5586275,West Salem,Wisconsin,55063,3,4799
5586400,Weyauwega,Wisconsin,55135,6,1900
5586725,Whitehall,Wisconsin,55121,6,1558
5586925,Whitewater,Wisconsin,55127,4,14390
5588200,Wisconsin Rapids,Wisconsin,55141,4,18367
